SNPS,MAPPED_GENE,DISEASE/TRAIT,P-VALUE,OR or BETA,95% CI (TEXT),STUDY ACCESSION,PUBMEDID
rs11148426,RNA5SP30 - LINC02338,Type 2 diabetes,7e-17,,,GCST90492734,38374256
rs4432163,CTAGE16P - DNAJA1P1,Type 2 diabetes,6e-09,,,GCST90492734,38374256
rs9598088,DIAPH3,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs9564268,STARP1 - HNRNPA3P5,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs1576655,CCT5P2 - NIPA2P5,Type 2 diabetes,5e-09,,,GCST90492734,38374256
rs11620422,LINC01080,Type 2 diabetes,5e-09,,,GCST90492734,38374256
rs3850067,LINC01080,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs1215468,LINC01080,Type 2 diabetes,7e-105,,,GCST90492734,38374256
rs9565549,LINC01080 - SPRY2,Type 2 diabetes,3e-14,,,GCST90492734,38374256
rs1475655,PPIAP23 - MIR17HG,Type 2 diabetes,2.0000000000000003e-45,,,GCST90492734,38374256
rs9561488,GPC6,Type 2 diabetes,3e-10,,,GCST90492734,38374256
rs3783007,STK24,Type 2 diabetes,4e-09,,,GCST90492734,38374256
rs59904581,NALF1 - LIG4,Type 2 diabetes,5e-13,,,GCST90492734,38374256
rs9301365,LINC00370,Type 2 diabetes,6e-14,,,GCST90492734,38374256
rs9521510,IRS2,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs2316118,TFDP1,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs17122782,SLC7A7,Type 2 diabetes,5e-10,,,GCST90492734,38374256
rs12437434,NYNRIN,Type 2 diabetes,2e-12,,,GCST90492734,38374256
rs3731600,SCTR,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs2244214,SCTR,Type 2 diabetes,5e-12,,,GCST90492734,38374256
rs80136509,INHBB,Type 2 diabetes,8e-09,,,GCST90492734,38374256
rs11902253,INHBB - LINC01101,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs11688682,LINC01101 - Y_RNA,Type 2 diabetes,5e-30,,,GCST90492734,38374256
rs10864859,Y_RNA - GLI2,Type 2 diabetes,5e-16,,,GCST90492734,38374256
rs6705150,ZEB2,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs72854449,TEX41,Type 2 diabetes,7e-09,,,GCST90492734,38374256
rs7609422,RPL6P5 - METAP2P1,Type 2 diabetes,2e-15,,,GCST90492734,38374256
rs7559658,LINC01911 - RNU6-692P,Type 2 diabetes,4e-09,,,GCST90492734,38374256
rs4499362,EPC2 - RNU2-9P,Type 2 diabetes,4e-10,,,GCST90492734,38374256
rs10174715,NMI - TNFAIP6,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs4664605,PRPF40A,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs7594480,ACVR1C,Type 2 diabetes,1e-19,,,GCST90492734,38374256
rs720159,UPP2,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs6720948,LY75,Type 2 diabetes,9e-09,,,GCST90492734,38374256
rs6720948,LY75-CD302,Type 2 diabetes,9e-09,,,GCST90492734,38374256
rs77704424,RBMS1,Type 2 diabetes,2e-15,,,GCST90492734,38374256
rs58757862,RBMS1,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs112297357,ITGA3,Type 2 diabetes,8e-11,,,GCST90492734,38374256
rs11659035,PPM1E,Type 2 diabetes,9e-11,,,GCST90492734,38374256
rs8068913,RPS6KB1,Type 2 diabetes,7e-09,,,GCST90492734,38374256
rs11657101,TLK2,Type 2 diabetes,8e-12,,,GCST90492734,38374256
rs4311,ACE,Type 2 diabetes,5e-10,,,GCST90492734,38374256
rs72845888,DCAF7,Type 2 diabetes,3e-12,,,GCST90492734,38374256
rs10853047,ERN1,Type 2 diabetes,2e-17,,,GCST90492734,38374256
rs76378634,LINC02775,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs34505186,FBXO46,Type 2 diabetes,4e-10,,,GCST90492734,38374256
rs11083785,MYPOP - NANOS2,Type 2 diabetes,4e-12,,,GCST90492734,38374256
rs8101149,ZC3H4,Type 2 diabetes,2e-18,,,GCST90492734,38374256
rs34010237,FCGRT,Type 2 diabetes,4e-14,,,GCST90492734,38374256
rs73582456,RCN3,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs1047507,SOX12,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs1047507,NRSN2-AS1,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs4813319,SIRPA,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs62216977,DTD1,Type 2 diabetes,4e-10,,,GCST90492734,38374256
rs2181063,BBLNP1 - LINC00261,Type 2 diabetes,3e-15,,,GCST90492734,38374256
rs1203894,LINC00261,Type 2 diabetes,1e-11,,,GCST90492734,38374256
rs1737897,ASXL1 - NOL4L,Type 2 diabetes,2e-12,,,GCST90492734,38374256
rs149142833,CBFA2T2,Type 2 diabetes,2e-15,,,GCST90492734,38374256
rs1810534,CHMP4B,Type 2 diabetes,3e-15,,,GCST90492734,38374256
rs4911405,RALY,Type 2 diabetes,3e-23,,,GCST90492734,38374256
rs17265513,ZHX3,Type 2 diabetes,8e-15,,,GCST90492734,38374256
rs826949,MYBL2,Type 2 diabetes,5e-15,,,GCST90492734,38374256
rs183623967,TOX2,Type 2 diabetes,4e-13,,,GCST90492734,38374256
rs6073369,OSER1,Type 2 diabetes,4e-11,,,GCST90492734,38374256
rs2144907,R3HDML,Type 2 diabetes,2e-12,,,GCST90492734,38374256
rs2144907,R3HDML-AS1,Type 2 diabetes,2e-12,,,GCST90492734,38374256
rs188520200,HNF4A,Type 2 diabetes,3e-16,,,GCST90492734,38374256
rs12625671,HNF4A-AS1,Type 2 diabetes,2e-65,,,GCST90492734,38374256
rs12625671,HNF4A,Type 2 diabetes,2e-65,,,GCST90492734,38374256
rs112845208,HNF4A-AS1,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs112845208,HNF4A,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs1800961,HNF4A,Type 2 diabetes,2.0000000000000002e-28,,,GCST90492734,38374256
rs6073434,HNF4A,Type 2 diabetes,7e-19,,,GCST90492734,38374256
rs244080,PKIG,Type 2 diabetes,4e-11,,,GCST90492734,38374256
rs244080,ADA,Type 2 diabetes,4e-11,,,GCST90492734,38374256
rs10427109,INSR,Type 2 diabetes,5e-13,,,GCST90492734,38374256
rs2115107,LRRC8E - MAP2K7,Type 2 diabetes,3.9999999999999997e-32,,,GCST90492734,38374256
rs116843064,ANGPTL4,Type 2 diabetes,3e-17,,,GCST90492734,38374256
rs4804181,ZNF799,Type 2 diabetes,6e-19,,,GCST90492734,38374256
rs3111316,FARSA,Type 2 diabetes,7e-28,,,GCST90492734,38374256
rs148340480,NFIX,Type 2 diabetes,9e-10,,,GCST90492734,38374256
rs4808845,CRTC1,Type 2 diabetes,2e-21,,,GCST90492734,38374256
rs150057262,NR2C2AP - NCAN,Type 2 diabetes,3e-14,,,GCST90492734,38374256
rs8107974,SUGP1,Type 2 diabetes,2e-33,,,GCST90492734,38374256
rs7247433,ZNF101 - ZNF14,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs150617279,ZNF682,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs7507813,ZNF429,Type 2 diabetes,5e-10,,,GCST90492734,38374256
rs142395395,ZNF43 - ZNF208,Type 2 diabetes,9e-30,,,GCST90492734,38374256
rs4932747,ZNF257 - ZNF92P2,Type 2 diabetes,4e-11,,,GCST90492734,38374256
rs1469705,ZNF536,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs924150,TSHZ3,Type 2 diabetes,7e-12,,,GCST90492734,38374256
rs7256564,PEPD,Type 2 diabetes,9.999999999999999e-33,,,GCST90492734,38374256
rs11670675,SARS2,Type 2 diabetes,4e-09,,,GCST90492734,38374256
rs11466334,TGFB1,Type 2 diabetes,2e-27,,,GCST90492734,38374256
rs55826925,TMEM91,Type 2 diabetes,4e-12,,,GCST90492734,38374256
rs57537848,NECTIN2,Type 2 diabetes,1e-17,,,GCST90492734,38374256
rs429358,APOE,Type 2 diabetes,6.999999999999999e-42,,,GCST90492734,38374256
rs62118504,EXOC3L2,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs62118504,MARK4,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs10406431,RN7SL836P - GIPR,Type 2 diabetes,8e-89,,,GCST90492734,38374256
rs61373376,GIPR,Type 2 diabetes,1e-15,,,GCST90492734,38374256
rs8089704,DCC,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs1942569,RNA5SP459 - TCF4,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs72926932,TCF4,Type 2 diabetes,2.0000000000000002e-23,,,GCST90492734,38374256
rs17089932,TCF4 - LINC01415,Type 2 diabetes,7e-15,,,GCST90492734,38374256
rs10048404,WDR7,Type 2 diabetes,1e-12,,,GCST90492734,38374256
rs9957320,SEC11C - GRP,Type 2 diabetes,5e-19,,,GCST90492734,38374256
rs6567160,LINC03111 - RNU4-17P,Type 2 diabetes,6e-67,,,GCST90492734,38374256
rs78769612,RNU4-17P - MC4R,Type 2 diabetes,7e-22,,,GCST90492734,38374256
rs12454712,BCL2,Type 2 diabetes,5e-33,,,GCST90492734,38374256
rs12970504,BCL2,Type 2 diabetes,1e-10,,,GCST90492734,38374256
rs12455492,BCL2,Type 2 diabetes,5e-10,,,GCST90492734,38374256
rs35419009,CDH7,Type 2 diabetes,7e-15,,,GCST90492734,38374256
rs12964145,LINC01898 - LINC01893,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs2658746,ZNF236,Type 2 diabetes,1e-22,,,GCST90492734,38374256
rs8096658,NFATC1,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs8108446,PLPPR3,Type 2 diabetes,1e-10,,,GCST90492734,38374256
rs12461269,SBNO2,Type 2 diabetes,1e-14,,,GCST90492734,38374256
rs34072429,STK11,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs62128838,CBARP-DT,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs62128838,CBARP,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs4807125,TCF3,Type 2 diabetes,4e-11,,,GCST90492734,38374256
rs28626548,KLF16 - ABHD17A,Type 2 diabetes,2e-09,,,GCST90492734,38374256
rs75620555,S1PR4 - NCLN,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs56249413,KDM4B,Type 2 diabetes,2e-12,,,GCST90492734,38374256
rs10416539,INSR,Type 2 diabetes,1e-10,,,GCST90492734,38374256
rs4804420,INSR,Type 2 diabetes,5e-14,,,GCST90492734,38374256
rs77746881,PITPNC1,Type 2 diabetes,2e-16,,,GCST90492734,38374256
rs12601921,BPTF,Type 2 diabetes,9.999999999999999e-27,,,GCST90492734,38374256
rs35722605,ARSG,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs883541,WIPI1,Type 2 diabetes,4e-12,,,GCST90492734,38374256
rs11653006,LINC00511,Type 2 diabetes,7e-11,,,GCST90492734,38374256
rs61736066,SLC39A11,Type 2 diabetes,2e-11,,,GCST90492734,38374256
rs11077654,SLC39A11,Type 2 diabetes,7e-13,,,GCST90492734,38374256
rs10401019,SUMO2,Type 2 diabetes,7e-11,,,GCST90492734,38374256
rs2444842,GALK1,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs7221314,CYTH1,Type 2 diabetes,2.0000000000000002e-23,,,GCST90492734,38374256
rs62076641,LINC01979,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs62076641,LINC01978,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs11150745,RPTOR,Type 2 diabetes,5e-14,,,GCST90492734,38374256
rs4789816,WDR45B - RAB40B,Type 2 diabetes,5e-09,,,GCST90492734,38374256
rs9895455,FN3KRP,Type 2 diabetes,2e-10,,,GCST90492734,38374256
rs8097544,LINC00470 - AIDAP3,Type 2 diabetes,3e-15,,,GCST90492734,38374256
rs11664106,SMCHD1 - EMILIN2,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs9948462,LAMA1,Type 2 diabetes,1.9999999999999998e-26,,,GCST90492734,38374256
rs1788819,RMC1,Type 2 diabetes,4e-19,,,GCST90492734,38374256
rs1788819,NPC1,Type 2 diabetes,4e-19,,,GCST90492734,38374256
rs4293449,NOL4,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs62080313,RPL12P40 - RN7SKP182,Type 2 diabetes,2e-09,,,GCST90492734,38374256
rs2958610,RPL12P40 - RN7SKP182,Type 2 diabetes,2e-13,,,GCST90492734,38374256
rs7232699,LINC00907,Type 2 diabetes,9e-11,,,GCST90492734,38374256
rs7242026,RIT2 - SYT4,Type 2 diabetes,9e-09,,,GCST90492734,38374256
rs58306981,SETBP1,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs2247326,SLC14A2,Type 2 diabetes,4e-11,,,GCST90492734,38374256
rs4952673,LINC02580,Type 2 diabetes,3e-13,,,GCST90492734,38374256
rs62137415,THADA,Type 2 diabetes,1e-16,,,GCST90492734,38374256
rs76675804,THADA,Type 2 diabetes,9e-73,,,GCST90492734,38374256
rs10201401,CAMKMT,Type 2 diabetes,1e-10,,,GCST90492734,38374256
rs12712928,SIX3 - KRTCAP2P1,Type 2 diabetes,4e-18,,,GCST90492734,38374256
rs11691374,FBXO11 - PPIAP62,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs6741951,LINC01122,Type 2 diabetes,6e-20,,,GCST90492734,38374256
rs17049820,LINC01122,Type 2 diabetes,5e-10,,,GCST90492734,38374256
rs117882378,LINC01122,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs7599151,LINC01122,Type 2 diabetes,5e-25,,,GCST90492734,38374256
rs72806282,LINC01122,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs980329,RNA5SP94 - MIR4432HG,Type 2 diabetes,6e-11,,,GCST90492734,38374256
rs7608259,RNA5SP94 - MIR4432HG,Type 2 diabetes,2e-09,,,GCST90492734,38374256
rs243018,MIR4432HG,Type 2 diabetes,1e-69,,,GCST90492734,38374256
rs6545816,BCL11A,Type 2 diabetes,6e-09,,,GCST90492734,38374256
rs2540949,CEP68,Type 2 diabetes,2e-37,,,GCST90492734,38374256
rs61748094,SPRED2,Type 2 diabetes,1e-13,,,GCST90492734,38374256
rs12185610,SPRED2 - LINC02934,Type 2 diabetes,3e-41,,,GCST90492734,38374256
rs2049019,MEIS1-AS2,Type 2 diabetes,2e-11,,,GCST90492734,38374256
rs2049019,MEIS1,Type 2 diabetes,2e-11,,,GCST90492734,38374256
rs12713597,LINC01829,Type 2 diabetes,5e-12,,,GCST90492734,38374256
rs10180252,LINC01816,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs10496386,LINC01102 - PANTR1,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs1451533,PANTR1,Type 2 diabetes,2e-10,,,GCST90492734,38374256
rs72836348,MIR4435-2HG,Type 2 diabetes,5e-15,,,GCST90492734,38374256
rs72836348,BCL2L11,Type 2 diabetes,5e-15,,,GCST90492734,38374256
rs1345203,MIR4435-2HG,Type 2 diabetes,1e-12,,,GCST90492734,38374256
rs1345203,SOCAR,Type 2 diabetes,1e-12,,,GCST90492734,38374256
rs72755403,LINC02775,Type 2 diabetes,2e-16,,,GCST90492734,38374256
rs74139610,LINC02775,Type 2 diabetes,4e-09,,,GCST90492734,38374256
rs1415287,LYPLAL1-AS1 - ZC3H11B,Type 2 diabetes,1.0000000000000001e-34,,,GCST90492734,38374256
rs12068632,CDC42BPA,Type 2 diabetes,2e-09,,,GCST90492734,38374256
rs348330,ABCB10,Type 2 diabetes,8e-44,,,GCST90492734,38374256
rs1726669,ERO1B,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs62107261,LINC01865,Type 2 diabetes,2e-17,,,GCST90492734,38374256
rs35142762,LINC01875 - TMEM18,Type 2 diabetes,4.0000000000000006e-45,,,GCST90492734,38374256
rs147020059,LINC01248 - SOX11,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs12468070,SILC1,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs12328987,LINC00299,Type 2 diabetes,7e-09,,,GCST90492734,38374256
rs4668481,GACAT3 - CYRIA,Type 2 diabetes,8e-15,,,GCST90492734,38374256
rs11680058,GACAT3 - CYRIA,Type 2 diabetes,1e-19,,,GCST90492734,38374256
rs5023163,GACAT3 - CYRIA,Type 2 diabetes,6e-11,,,GCST90492734,38374256
rs7579323,KCNS3 - RDH14,Type 2 diabetes,5e-10,,,GCST90492734,38374256
rs13023418,DNMT3A - ARNILA,Type 2 diabetes,5e-18,,,GCST90492734,38374256
rs41521945,Y_RNA - ASXL2,Type 2 diabetes,2e-10,,,GCST90492734,38374256
rs7603413,SELENOI,Type 2 diabetes,7e-09,,,GCST90492734,38374256
rs7603413,ADGRF3,Type 2 diabetes,7e-09,,,GCST90492734,38374256
rs72806909,MAPRE3,Type 2 diabetes,3e-08,,,GCST90492734,38374256
rs4665372,CGREF1,Type 2 diabetes,1e-10,,,GCST90492734,38374256
rs1260326,GCKR,Type 2 diabetes,3.9999999999999996e-86,,,GCST90492734,38374256
rs8179236,GCKR,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs1012311,SLC8A1-AS1,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs1012311,SLC8A1,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs11124906,CHORDC1P1 - LINC01819,Type 2 diabetes,8e-12,,,GCST90492734,38374256
rs56062745,ADA,Type 2 diabetes,7e-15,,,GCST90492734,38374256
rs67559658,EYA2,Type 2 diabetes,4e-09,,,GCST90492734,38374256
rs6063046,EYA2,Type 2 diabetes,5e-24,,,GCST90492734,38374256
rs6091115,CEBPB - PELATON,Type 2 diabetes,6e-41,,,GCST90492734,38374256
rs3787186,NFATC2,Type 2 diabetes,3e-15,,,GCST90492734,38374256
rs6021487,LINC01429,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs2426443,LINC01524,Type 2 diabetes,4e-20,,,GCST90492734,38374256
rs1523539,LINC01524,Type 2 diabetes,4e-10,,,GCST90492734,38374256
rs2741362,TSHZ2,Type 2 diabetes,2e-09,,,GCST90492734,38374256
rs507381,LINC01440,Type 2 diabetes,1e-11,,,GCST90492734,38374256
rs6070620,PIEZO1P2 - MIR296,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs1800900,GNAS-AS1,Type 2 diabetes,4e-19,,,GCST90492734,38374256
rs1800900,GNAS,Type 2 diabetes,4e-19,,,GCST90492734,38374256
rs4812042,GNAS,Type 2 diabetes,3e-13,,,GCST90492734,38374256
rs45551238,ATP5F1E,Type 2 diabetes,2.0000000000000002e-23,,,GCST90492734,38374256
rs2274933,LAMA5,Type 2 diabetes,4e-08,,,GCST90492734,38374256
rs34885433,SLCO4A1,Type 2 diabetes,1e-20,,,GCST90492734,38374256
rs1056441,LIME1,Type 2 diabetes,4e-15,,,GCST90492734,38374256
rs73143584,ZBTB46-AS1,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs73143584,ZBTB46,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs11698462,MYT1,Type 2 diabetes,2e-12,,,GCST90492734,38374256
rs11911369,LINC00114 - ETS2,Type 2 diabetes,1e-09,,,GCST90492734,38374256
rs28360503,BACE2,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs9977825,ADARB1,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs9983528,PCNT,Type 2 diabetes,2e-11,,,GCST90492734,38374256
rs758374,ARVCF,Type 2 diabetes,7e-10,,,GCST90492734,38374256
rs3804043,TANGO2,Type 2 diabetes,2e-08,,,GCST90492734,38374256
rs7291042,SGSM1,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs5762925,ZNRF3,Type 2 diabetes,2e-09,,,GCST90492734,38374256
rs131285,ZMAT5,Type 2 diabetes,4e-09,,,GCST90492734,38374256
rs5997539,ASCC2 - MTMR3,Type 2 diabetes,7e-21,,,GCST90492734,38374256
rs131246,PRR14L,Type 2 diabetes,1e-17,,,GCST90492734,38374256
rs138742,TOM1,Type 2 diabetes,5e-11,,,GCST90492734,38374256
rs2267374,PLA2G6,Type 2 diabetes,3e-11,,,GCST90492734,38374256
rs2267374,MAFF,Type 2 diabetes,3e-11,,,GCST90492734,38374256
rs4586740,TNRC6B,Type 2 diabetes,2e-11,,,GCST90492734,38374256
rs7510675,EP300,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs7510675,EP300-AS1,Type 2 diabetes,3e-09,,,GCST90492734,38374256
rs5751316,CYB5R3,Type 2 diabetes,1e-08,,,GCST90492734,38374256
rs738408,PNPLA3,Type 2 diabetes,1.9999999999999998e-25,,,GCST90492734,38374256
rs9723065,ATXN10 - WNT7B,Type 2 diabetes,2e-13,,,GCST90492734,38374256
rs28691713,PIM3,Type 2 diabetes,3e-34,,,GCST90492734,38374256
rs56149983,PANX2 - TRABD,Type 2 diabetes,8e-10,,,GCST90492734,38374256
rs878521,CAMK2B,Type 2 diabetes,5e-15,1.04,[1.03-1.06],GCST90132183,35551307
rs13236710,GRB10,Type 2 diabetes,1e-10,1.05,[1.03-1.07],GCST90132183,35551307
rs2533457,Y_RNA - CT66,Type 2 diabetes,2e-15,1.04,[1.03-1.05],GCST90132183,35551307
rs6978118,STEAP2,Type 2 diabetes,8e-11,1.03,[1.02-1.04],GCST90132183,35551307
rs6978118,STEAP2-AS1,Type 2 diabetes,8e-11,1.03,[1.02-1.04],GCST90132183,35551307
rs7781557,FBXL13,Type 2 diabetes,9e-12,1.05,[1.04-1.07],GCST90132183,35551307
rs12669223,PAX4,Type 2 diabetes,1.0000000000000001e-34,1.21,[1.17-1.25],GCST90132183,35551307
rs1562396,KLF14 - LINC-PINT,Type 2 diabetes,8e-14,1.04,[1.03-1.05],GCST90132183,35551307
rs11983228,BRAF - CCT4P1,Type 2 diabetes,3e-10,1.05,[1.04-1.07],GCST90132183,35551307
rs62492368,AOC1,Type 2 diabetes,4e-10,1.03,[1.02-1.04],GCST90132183,35551307
rs887609,MNX1,Type 2 diabetes,7e-06,1.03,[1.02-1.04],GCST90132183,35551307
rs2366214,UBE3C,Type 2 diabetes,5e-24,1.05,[1.04-1.07],GCST90132183,35551307
rs4240673,XKR6,Type 2 diabetes,5e-11,1.04,[1.03-1.05],GCST90132183,35551307
rs12680692,LONRF1 - LINC03019,Type 2 diabetes,1e-08,1.03,[1.02-1.04],GCST90132183,35551307
rs7819706,LPL - RPL30P9,Type 2 diabetes,2e-11,1.05,[1.04-1.07],GCST90132183,35551307
rs10092900,KCNU1 - SMARCE1P4,Type 2 diabetes,1e-11,1.04,[1.03-1.05],GCST90132183,35551307
rs12680217,LINC01605,Type 2 diabetes,6e-12,1.05,[1.04-1.07],GCST90132183,35551307
rs12550613,NKX6-3 - ANK1,Type 2 diabetes,2e-15,1.04,[1.03-1.05],GCST90132183,35551307
rs508419,ANK1,Type 2 diabetes,3e-20,1.05,[1.04-1.07],GCST90132183,35551307
rs3780012,JPH1,Type 2 diabetes,2e-09,1.14,[1.09-1.19],GCST90132183,35551307
rs13257021,NDUFAF6,Type 2 diabetes,4e-18,1.04,[1.03-1.05],GCST90132183,35551307
rs800909,TRPS1,Type 2 diabetes,2e-10,1.03,[1.02-1.04],GCST90132183,35551307
rs13266634,SLC30A8,Type 2 diabetes,3e-101,1.12,[1.11-1.13],GCST90132183,35551307
rs4733612,LINC00824,Type 2 diabetes,2e-11,1.04,[1.03-1.06],GCST90132183,35551307
rs3890400,DGAT1,Type 2 diabetes,9e-15,1.04,[1.03-1.06],GCST90132183,35551307
rs7014773,ZNF251,Type 2 diabetes,3e-09,1.03,[1.02-1.04],GCST90132183,35551307
rs4237150,GLIS3,Type 2 diabetes,4e-20,1.05,[1.04-1.06],GCST90132183,35551307
rs4258054,GLIS3,Type 2 diabetes,1e-09,1.03,[1.02-1.05],GCST90132183,35551307
rs12380322,HAUS6,Type 2 diabetes,1e-09,1.03,[1.02-1.04],GCST90132183,35551307
rs7856455,MTAP,Type 2 diabetes,9e-07,1.04,[1.03-1.06],GCST90132183,35551307
rs10757282,CDKN2B-AS1,Type 2 diabetes,1e-69,1.08,[1.07-1.09],GCST90132183,35551307
rs10811661,CDKN2B-AS1,Type 2 diabetes,2e-200,1.17,[1.16-1.18],GCST90132183,35551307
rs1575972,CDKN2B-AS1 - DMRTA1,Type 2 diabetes,5e-15,1.1,[1.07-1.12],GCST90132183,35551307
rs1412234,LINGO2,Type 2 diabetes,1e-09,1.03,[1.02-1.05],GCST90132183,35551307
rs12001437,RN7SKP114 - DCAF12,Type 2 diabetes,4e-10,1.03,[1.02-1.04],GCST90132183,35551307
rs13290396,KRT18P24 - CHCHD2P9,Type 2 diabetes,7.999999999999999e-25,1.1,[1.08-1.12],GCST90132183,35551307
rs9332453,RPS19P6 - RPS20P25,Type 2 diabetes,5e-07,1.03,[1.02-1.04],GCST90132183,35551307
rs2796441,TLE1-DT,Type 2 diabetes,4e-35,1.07,[1.06-1.08],GCST90132183,35551307
rs12345069,LINC02603,Type 2 diabetes,6e-10,1.04,[1.03-1.05],GCST90132183,35551307
rs113154802,PTCH1,Type 2 diabetes,1e-09,1.05,[1.04-1.07],GCST90132183,35551307
rs2416899,STRBP,Type 2 diabetes,4e-08,1.03,[1.02-1.05],GCST90132183,35551307
rs505922,ABO,Type 2 diabetes,1e-19,1.05,[1.04-1.06],GCST90132183,35551307
rs28429551,GPSM1,Type 2 diabetes,9e-35,1.09,[1.07-1.1],GCST90132183,35551307
rs74604683,GPSM1,Type 2 diabetes,2e-08,1.05,[1.03-1.07],GCST90132183,35551307
rs11257655,CDC123 - RN7SL198P,Type 2 diabetes,7e-78,1.11,[1.1-1.12],GCST90132183,35551307
rs7923442,MYO3A,Type 2 diabetes,1e-09,1.04,[1.02-1.05],GCST90132183,35551307
rs41274074,JMJD1C,Type 2 diabetes,6e-11,1.06,[1.04-1.08],GCST90132183,35551307
rs190925,TMEM256P1 - NEUROG3,Type 2 diabetes,5e-12,1.04,[1.03-1.06],GCST90132183,35551307
rs41277236,NEUROG3,Type 2 diabetes,5e-11,1.11,[1.08-1.15],GCST90132183,35551307
rs2642588,LINC02651 - RPL5P26,Type 2 diabetes,1e-12,1.05,[1.03-1.06],GCST90132183,35551307
rs3012060,LRMDA,Type 2 diabetes,4e-11,1.05,[1.03-1.06],GCST90132183,35551307
rs742762,GLP1R,Type 2 diabetes,1e-07,1.04,[1.02-1.05],GCST90132183,35551307
rs3734618,KCNK16,Type 2 diabetes,4e-17,1.04,[1.03-1.05],GCST90132183,35551307
rs34298980,LRFN2,Type 2 diabetes,7e-09,1.03,[1.02-1.04],GCST90132183,35551307
rs6905288,VEGFA - LINC02537,Type 2 diabetes,1e-10,1.04,[1.03-1.05],GCST90132183,35551307
rs6458354,LINC02537,Type 2 diabetes,6e-13,1.04,[1.03-1.06],GCST90132183,35551307
rs3798519,TFAP2B,Type 2 diabetes,2e-21,1.06,[1.05-1.07],GCST90132183,35551307
rs1665901,BEND3,Type 2 diabetes,2e-11,1.04,[1.03-1.05],GCST90132183,35551307
rs72951506,NUS1,Type 2 diabetes,5e-11,1.04,[1.03-1.06],GCST90132183,35551307
rs11759026,CENPW - MIR588,Type 2 diabetes,1.0000000000000001e-28,1.07,[1.06-1.08],GCST90132183,35551307
rs2800733,RPS4XP9 - RSPO3,Type 2 diabetes,7e-16,1.05,[1.04-1.06],GCST90132183,35551307
rs7739842,ENPP3,Type 2 diabetes,9e-12,1.04,[1.03-1.05],GCST90132183,35551307
